Author,Pub_Year,English_Name,Life_stage,Life_stage_category,Response_variable,response_type,unique_study,treatment_var,rate_or_biomass,response_type_2,term,estimate,std.error,statistic,p.value,mean_estimate,se_estimate,replicate
Sogard and Spencer,2001,sablefish,year 0 adult,adult or juvenile,mass at 12 weeks,growth,100,temperature,biomass,ability_productivity_growth_survival,treat_value,0.05627830931432495,0.001705530242032147,32.9975440642255,1.542004875523237e-11,0.05233327548524889,0.0028773095631352587,1
Thom,1996,Canopy-forming Kelp,Adult,adult or juvenile,oxygen flux 1,metabolic rate,103,CO2,rate,consumption,(Intercept),-0.06427902835235857,0.04188608837752505,-1.5346152109741757,0.14226822629054953,-0.0894307815115838,0.04565214773740021,1
Thom,1996,Canopy-forming Kelp,Adult,adult or juvenile,oxygen flux 1,metabolic rate,103,CO2,rate,consumption,treat_value,0.0013969685028184333,6.971339028846627e-5,20.038740004437205,9.315737503284017e-14,0.0014333685651361334,9.70654128383409e-5,1
Thom,1996,Canopy-forming Kelp,Adult,adult or juvenile,oxygen flux 2,metabolic rate,104,CO2,rate,consumption,(Intercept),-0.25552348215640824,0.04312654439333094,-5.924970009791052,1.3146663294124755e-5,-0.2680380963677119,0.029762187447791067,1
Thom,1996,Canopy-forming Kelp,Adult,adult or juvenile,oxygen flux 2,metabolic rate,104,CO2,rate,consumption,treat_value,0.00165185797206482,7.177795152383703e-5,23.013445452204746,8.432291159449144e-15,0.001666733323976561,6.721523094479627e-5,1
Thom,1996,seagrass,Adult,adult or juvenile,leaf extansion rate,growth,106,CO2,biomass,ability_productivity_growth_survival,(Intercept),0.0959092707745037,0.5162167246476369,0.18579264521111782,0.8587293409181166,0.40246002943960585,0.16420083618389233,1
Thom,1996,seagrass,Adult,adult or juvenile,leaf extansion rate,growth,106,CO2,biomass,ability_productivity_growth_survival,treat_value,0.0011590793583500457,9.152271712603659e-4,1.2664389724726695,0.2522992341304643,5.06411476408475e-4,3.2680173041511147e-4,1
Thom,1996,seagrass,Adult,adult or juvenile,oxygen flux 1,metabolic rate,107,CO2,rate,consumption,(Intercept),-0.5153272513197684,0.20047106844500387,-2.5705816570790634,0.019252221402228074,-0.20662781799324423,0.19295881044097804,1
Thom,1996,seagrass,Adult,adult or juvenile,oxygen flux 1,metabolic rate,107,CO2,rate,consumption,treat_value,0.0021435029442191064,3.3365535855459056e-4,6.424302470383973,4.782493812051349e-6,0.001591383912211713,3.616448867053706e-4,1
Thom,1996,seagrass,Adult,adult or juvenile,oxygen flux 2,metabolic rate,108,CO2,rate,consumption,(Intercept),0.5607115904504892,0.1361926180141268,4.117048329244457,6.472040991270095e-4,0.6701717127716107,0.11013401107314709,1
Thom,1996,seagrass,Adult,adult or juvenile,oxygen flux 2,metabolic rate,108,CO2,rate,consumption,treat_value,6.055493051994528e-4,2.2667309127679948e-4,2.671465332689148,0.01556571296535714,4.391636792043087e-4,1.8136190542096422e-4,1
Ulbricht and Pritchard,1972,Red urchin,Adult,adult or juvenile,metabolic_rate,metabolic rate,110,temperature,rate,consumption,(Intercept),-0.07265598348043847,0.01962393731240363,-3.702416203424941,3.8582510865943286e-4,-0.06613989742641166,0.012007162791202982,1
Ulbricht and Pritchard,1972,Red urchin,Adult,adult or juvenile,metabolic_rate,metabolic rate,110,temperature,rate,consumption,treat_value,0.04499817782719178,0.0012146912251973525,37.0449517488536,5.665110231352355e-53,0.044548645851634996,6.718686711084438e-4,1
Vaughn,2015,Red urchin,Adult,adult or juvenile,growth_rate,growth,111,CO2,biomass,ability_productivity_growth_survival,(Intercept),1.0883966655669088,0.05691779724955509,19.122255571396284,3.3265620939489323e-9,1.1215731868694085,0.08091245608683674,1
Vaughn,2015,Red urchin,Adult,adult or juvenile,growth_rate,growth,111,CO2,biomass,ability_productivity_growth_survival,treat_value,-1.7903041838238153e-4,7.199595148330454e-5,-2.4866734127945747,0.0321730010978273,-2.454555786770184e-4,8.970279276960317e-5,1
Wong and Hoffman,2020,Red urchin,embryo,propagule,gastrula area,growth,112,CO2,biomass,ability_productivity_growth_survival,(Intercept),1.1520463148016584,0.036887977030329006,31.230943183857846,1.0220047340816589e-19,1.0818427299299531,0.0388665093176291,1
Wong and Hoffman,2020,Red urchin,embryo,propagule,gastrula area,growth,112,CO2,biomass,ability_productivity_growth_survival,treat_value,-2.614202857756085e-4,4.582894905876995e-5,-5.704260977932733,9.757129753948278e-6,-1.767830083318499e-4,4.3292798695171955e-5,1
Wong and Hoffman,2020,Red urchin,embryo,propagule,gastrula area,growth,113,temperature,biomass,ability_productivity_growth_survival,(Intercept),0.9772960440798029,0.10198106950912797,9.583112324511644,2.6047125225438313e-9,1.0192769916345166,0.10579623655180816,1
Wong and Hoffman,2020,Red urchin,embryo,propagule,gastrula area,growth,113,temperature,biomass,ability_productivity_growth_survival,treat_value,0.0016071090135224989,0.006651945357161033,0.24159985195795308,0.8113279278326145,-0.0014619926596280692,0.006780073380511124,1
Wong and Hoffman,2020,Red urchin,embryo,propagule,gastrula length,growth,114,CO2,biomass,ability_productivity_growth_survival,(Intercept),1.0509592656035591,0.021870860269935354,48.052945912157554,8.936986939691775e-24,1.0465527103457528,0.02184044233616185,1
Wong and Hoffman,2020,Red urchin,embryo,propagule,gastrula length,growth,114,CO2,biomass,ability_productivity_growth_survival,treat_value,-1.0072003671933204e-4,2.7171957420116706e-5,-3.7067641157410383,0.0012297854602161245,-1.0000806817592055e-4,2.6205954663400555e-5,1
Wong and Hoffman,2020,Red urchin,embryo,propagule,gastrula length,growth,115,temperature,biomass,ability_productivity_growth_survival,(Intercept),0.9529508658143565,0.057615223604682665,16.539914387087542,6.769436086426986e-14,0.9820890871537731,0.06462448414320061,1
Wong and Hoffman,2020,Red urchin,embryo,propagule,gastrula length,growth,115,temperature,biomass,ability_productivity_growth_survival,treat_value,0.0031591498375107404,0.0037580829560201847,0.8406280208503659,0.409600140999436,0.0010441122856623968,0.004293980495591783,1
Wong and Hoffman,2020,Red urchin,embryo,propagule,metabolic_rate,metabolic rate,116,CO2,rate,consumption,(Intercept),0.7531312585837616,0.07971468347790572,9.447836028760056,3.358352501543991e-9,0.8335463355652901,0.11083540743573501,1
Wong and Hoffman,2020,Red urchin,embryo,propagule,metabolic_rate,metabolic rate,116,CO2,rate,consumption,treat_value,2.901608694706685e-4,9.903606709962019e-5,2.9298504874875153,0.007754630376484235,1.6005972242576615e-4,1.218205182877388e-4,1
Wong and Hoffman,2020,Red urchin,embryo,propagule,metabolic_rate,metabolic rate,117,temperature,rate,consumption,(Intercept),1.0605229523216662,0.20825533678724548,5.09241668752576,4.213213634342411e-5,1.2848168257350743,0.2405754562895968,1
Wong and Hoffman,2020,Red urchin,embryo,propagule,metabolic_rate,metabolic rate,117,temperature,rate,consumption,treat_value,-0.005609859033698149,0.013583924225485112,-0.41297779202664897,0.6836202114656209,-0.021669750358488143,0.01623377161419431,1
Wong and Hoffman,2020,Red urchin,embryo,propagule,prism length,growth,118,CO2,biomass,ability_productivity_growth_survival,(Intercept),1.0600949448945125,0.030312564931961224,34.972129454368954,8.890721035107605e-21,1.0543530769746179,0.04146322996271191,1
Wong and Hoffman,2020,Red urchin,embryo,propagule,prism length,growth,118,CO2,biomass,ability_productivity_growth_survival,treat_value,-1.29587545854457e-4,3.765977713999669e-5,-3.4410067104945274,0.0023313402807783145,-1.1392208036464475e-4,5.019678712165841e-5,1
Wong and Hoffman,2020,Red urchin,embryo,propagule,prism length,growth,119,temperature,biomass,ability_productivity_growth_survival,(Intercept),0.3540827750305835,0.10246266801788986,3.45572472277182,0.002250666293090741,0.3439837362515505,0.1128274529866628,1
Wong and Hoffman,2020,Red urchin,embryo,propagule,prism length,growth,119,temperature,biomass,ability_productivity_growth_survival,treat_value,0.03585537117048737,0.0066833587065188525,5.364873074299387,2.187760962907151e-5,0.038118382032048266,0.007642687862821153,1
