X,English_Name,Genus,Species,treatment,Author,Pub_Year,Journal,thesis,Class,Order,Collection_Location,Study_Type,Distribution,Calcification,Life_stage,Life_stage_category,Extracted_from,Comments,Response_variable,rate_or_biomass,response_type,response_type_2,Effect.of.treatment,Study_Duration,Study_Duration_Units,citation.details,response,SE_response,LCI_response,UCI_response,unit_response,sample_size,pH,uatm,omega.ar,DIC._umol_kg.1,ppm.CO2,CO2,salinity,temperature,oxygen_in_orig_units,orig_oxygen_units,oxygen,unit_conversion_citation_to_ml_l.1,treatment_var,treatment_name_or_other_details,comments,extraction.method,study_design,study,lowerSE,upperSE,max_response,rel_response,rel_upperSE,rel_lowerSE,SE_response_for_resampling,treat_value,genus_species,unique_study,upper_window,lower_window,weighting
427,seagrass,Zostera,marina,pH,Thom,1996,"Water, Air, and Soil Pollution",NA,Magnoliopsida,Alismatales,Sequim_ Washington,Several single species lab studies,North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,Busch and McHany_2016,"Temp: 13-16C; assume 14.5 Estimated pCO2, assuming ambient was 390",oxygen flux,rate,metabolic rate,consumption,increase,2,Hours,Fig.2a,3.331243575,NA,NA,NA,mg O2 g-1 h-1,NA,NA,NA,NA,NA,456,456,NA,NA,NA,NA,NA,NA,CO2,1.2,"multiplied ""CO2 multiple of ambient"" by 380 ppm",NA,regression,Thom 1996 seagrass Adult oxygen flux CO2,NA,NA,10.43972563,0.319093019593083,NA,NA,NA,456,Zostera_marina,109,3164.6961107168,298.027374647556,25
428,seagrass,Zostera,marina,pH,Thom,1996,"Water, Air, and Soil Pollution",NA,Magnoliopsida,Alismatales,Sequim_ Washington,Several single species lab studies,North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,Busch and McHany_2016,"Temp: 13-16C; assume 14.5 Estimated pCO2, assuming ambient was 390",oxygen flux,rate,metabolic rate,consumption,increase,2,Hours,Fig.2a,6.059355883,NA,NA,NA,mg O2 g-1 h-1,NA,NA,NA,NA,NA,456,456,NA,NA,NA,NA,NA,NA,CO2,1.2,"multiplied ""CO2 multiple of ambient"" by 380 ppm",NA,regression,Thom 1996 seagrass Adult oxygen flux CO2,NA,NA,10.43972563,0.580413326724565,NA,NA,NA,456,Zostera_marina,109,3164.6961107168,298.027374647556,25
429,seagrass,Zostera,marina,pH,Thom,1996,"Water, Air, and Soil Pollution",NA,Magnoliopsida,Alismatales,Sequim_ Washington,Several single species lab studies,North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,Busch and McHany_2016,"Temp: 13-16C; assume 14.5 Estimated pCO2, assuming ambient was 390",oxygen flux,rate,metabolic rate,consumption,increase,2,Hours,Fig.2a,7.414463151,NA,NA,NA,mg O2 g-1 h-1,NA,NA,NA,NA,NA,456,456,NA,NA,NA,NA,NA,NA,CO2,1.2,"multiplied ""CO2 multiple of ambient"" by 380 ppm",NA,regression,Thom 1996 seagrass Adult oxygen flux CO2,NA,NA,10.43972563,0.710216284774143,NA,NA,NA,456,Zostera_marina,109,3164.6961107168,298.027374647556,25
430,seagrass,Zostera,marina,pH,Thom,1996,"Water, Air, and Soil Pollution",NA,Magnoliopsida,Alismatales,Sequim_ Washington,Several single species lab studies,North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,Busch and McHany_2016,"Temp: 13-16C; assume 14.5 Estimated pCO2, assuming ambient was 390",oxygen flux,rate,metabolic rate,consumption,increase,2,Hours,Fig.2a,7.592733033,NA,NA,NA,mg O2 g-1 h-1,NA,NA,NA,NA,NA,456,456,NA,NA,NA,NA,NA,NA,CO2,1.2,"multiplied ""CO2 multiple of ambient"" by 380 ppm",NA,regression,Thom 1996 seagrass Adult oxygen flux CO2,NA,NA,10.43972563,0.727292392740785,NA,NA,NA,456,Zostera_marina,109,3164.6961107168,298.027374647556,25
431,seagrass,Zostera,marina,pH,Thom,1996,"Water, Air, and Soil Pollution",NA,Magnoliopsida,Alismatales,Sequim_ Washington,Several single species lab studies,North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,Busch and McHany_2016,"Temp: 13-16C; assume 14.5 Estimated pCO2, assuming ambient was 390",oxygen flux,rate,metabolic rate,consumption,increase,2,Hours,Fig.2a,7.78886698,NA,NA,NA,mg O2 g-1 h-1,NA,NA,NA,NA,NA,456,456,NA,NA,NA,NA,NA,NA,CO2,1.2,"multiplied ""CO2 multiple of ambient"" by 380 ppm",NA,regression,Thom 1996 seagrass Adult oxygen flux CO2,NA,NA,10.43972563,0.746079663015052,NA,NA,NA,456,Zostera_marina,109,3164.6961107168,298.027374647556,25
432,seagrass,Zostera,marina,pH,Thom,1996,"Water, Air, and Soil Pollution",NA,Magnoliopsida,Alismatales,Sequim_ Washington,Several single species lab studies,North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,Busch and McHany_2016,"Temp: 13-16C; assume 14.5 Estimated pCO2, assuming ambient was 390",oxygen flux,rate,metabolic rate,consumption,increase,2,Hours,Fig.2a,3.579351838,NA,NA,NA,mg O2 g-1 h-1,NA,NA,NA,NA,NA,570,570,NA,NA,NA,NA,NA,NA,CO2,1.5,"multiplied ""CO2 multiple of ambient"" by 380 ppm",NA,regression,Thom 1996 seagrass Adult oxygen flux CO2,NA,NA,10.43972563,0.34285880346455,NA,NA,NA,570,Zostera_marina,109,3164.6961107168,298.027374647556,25
433,seagrass,Zostera,marina,pH,Thom,1996,"Water, Air, and Soil Pollution",NA,Magnoliopsida,Alismatales,Sequim_ Washington,Several single species lab studies,North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,Busch and McHany_2016,"Temp: 13-16C; assume 14.5 Estimated pCO2, assuming ambient was 390",oxygen flux,rate,metabolic rate,consumption,increase,2,Hours,Fig.2a,5.647707164,NA,NA,NA,mg O2 g-1 h-1,NA,NA,NA,NA,NA,570,570,NA,NA,NA,NA,NA,NA,CO2,1.5,"multiplied ""CO2 multiple of ambient"" by 380 ppm",NA,regression,Thom 1996 seagrass Adult oxygen flux CO2,NA,NA,10.43972563,0.540982336525256,NA,NA,NA,570,Zostera_marina,109,3164.6961107168,298.027374647556,25
434,seagrass,Zostera,marina,pH,Thom,1996,"Water, Air, and Soil Pollution",NA,Magnoliopsida,Alismatales,Sequim_ Washington,Several single species lab studies,North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,Busch and McHany_2016,"Temp: 13-16C; assume 14.5 Estimated pCO2, assuming ambient was 390",oxygen flux,rate,metabolic rate,consumption,increase,2,Hours,Fig.2a,5.98641657,NA,NA,NA,mg O2 g-1 h-1,NA,NA,NA,NA,NA,570,570,NA,NA,NA,NA,NA,NA,CO2,1.5,"multiplied ""CO2 multiple of ambient"" by 380 ppm",NA,regression,Thom 1996 seagrass Adult oxygen flux CO2,NA,NA,10.43972563,0.573426618875615,NA,NA,NA,570,Zostera_marina,109,3164.6961107168,298.027374647556,25
435,seagrass,Zostera,marina,pH,Thom,1996,"Water, Air, and Soil Pollution",NA,Magnoliopsida,Alismatales,Sequim_ Washington,Several single species lab studies,North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,Busch and McHany_2016,"Temp: 13-16C; assume 14.5 Estimated pCO2, assuming ambient was 390",oxygen flux,rate,metabolic rate,consumption,increase,2,Hours,Fig.2a,6.271769722,NA,NA,NA,mg O2 g-1 h-1,NA,NA,NA,NA,NA,570,570,NA,NA,NA,NA,NA,NA,CO2,1.5,"multiplied ""CO2 multiple of ambient"" by 380 ppm",NA,regression,Thom 1996 seagrass Adult oxygen flux CO2,NA,NA,10.43972563,0.600760014609694,NA,NA,NA,570,Zostera_marina,109,3164.6961107168,298.027374647556,25
436,seagrass,Zostera,marina,pH,Thom,1996,"Water, Air, and Soil Pollution",NA,Magnoliopsida,Alismatales,Sequim_ Washington,Several single species lab studies,North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,Busch and McHany_2016,"Temp: 13-16C; assume 14.5 Estimated pCO2, assuming ambient was 390",oxygen flux,rate,metabolic rate,consumption,increase,2,Hours,Fig.2a,6.396582234,NA,NA,NA,mg O2 g-1 h-1,NA,NA,NA,NA,NA,570,570,NA,NA,NA,NA,NA,NA,CO2,1.5,"multiplied ""CO2 multiple of ambient"" by 380 ppm",NA,regression,Thom 1996 seagrass Adult oxygen flux CO2,NA,NA,10.43972563,0.612715550264897,NA,NA,NA,570,Zostera_marina,109,3164.6961107168,298.027374647556,25
437,seagrass,Zostera,marina,pH,Thom,1996,"Water, Air, and Soil Pollution",NA,Magnoliopsida,Alismatales,Sequim_ Washington,Several single species lab studies,North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,Busch and McHany_2016,"Temp: 13-16C; assume 14.5 Estimated pCO2, assuming ambient was 390",oxygen flux,rate,metabolic rate,consumption,increase,2,Hours,Fig.2a,6.162562988,NA,NA,NA,mg O2 g-1 h-1,NA,NA,NA,NA,NA,760,760,NA,NA,NA,NA,NA,NA,CO2,2,"multiplied ""CO2 multiple of ambient"" by 380 ppm",NA,regression,Thom 1996 seagrass Adult oxygen flux CO2,NA,NA,10.43972563,0.590299324561847,NA,NA,NA,760,Zostera_marina,109,3164.6961107168,298.027374647556,25
438,seagrass,Zostera,marina,pH,Thom,1996,"Water, Air, and Soil Pollution",NA,Magnoliopsida,Alismatales,Sequim_ Washington,Several single species lab studies,North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,Busch and McHany_2016,"Temp: 13-16C; assume 14.5 Estimated pCO2, assuming ambient was 390",oxygen flux,rate,metabolic rate,consumption,increase,2,Hours,Fig.2a,6.840116622,NA,NA,NA,mg O2 g-1 h-1,NA,NA,NA,NA,NA,760,760,NA,NA,NA,NA,NA,NA,CO2,2,"multiplied ""CO2 multiple of ambient"" by 380 ppm",NA,regression,Thom 1996 seagrass Adult oxygen flux CO2,NA,NA,10.43972563,0.655200803586636,NA,NA,NA,760,Zostera_marina,109,3164.6961107168,298.027374647556,25
439,seagrass,Zostera,marina,pH,Thom,1996,"Water, Air, and Soil Pollution",NA,Magnoliopsida,Alismatales,Sequim_ Washington,Several single species lab studies,North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,Busch and McHany_2016,"Temp: 13-16C; assume 14.5 Estimated pCO2, assuming ambient was 390",oxygen flux,rate,metabolic rate,consumption,increase,2,Hours,Fig.2a,7.036216863,NA,NA,NA,mg O2 g-1 h-1,NA,NA,NA,NA,NA,760,760,NA,NA,NA,NA,NA,NA,CO2,2,"multiplied ""CO2 multiple of ambient"" by 380 ppm",NA,regression,Thom 1996 seagrass Adult oxygen flux CO2,NA,NA,10.43972563,0.673984845231991,NA,NA,NA,760,Zostera_marina,109,3164.6961107168,298.027374647556,25
440,seagrass,Zostera,marina,pH,Thom,1996,"Water, Air, and Soil Pollution",NA,Magnoliopsida,Alismatales,Sequim_ Washington,Several single species lab studies,North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,Busch and McHany_2016,"Temp: 13-16C; assume 14.5 Estimated pCO2, assuming ambient was 390",oxygen flux,rate,metabolic rate,consumption,increase,2,Hours,Fig.2a,7.178859733,NA,NA,NA,mg O2 g-1 h-1,NA,NA,NA,NA,NA,760,760,NA,NA,NA,NA,NA,NA,CO2,2,"multiplied ""CO2 multiple of ambient"" by 380 ppm",NA,regression,Thom 1996 seagrass Adult oxygen flux CO2,NA,NA,10.43972563,0.687648314470119,NA,NA,NA,760,Zostera_marina,109,3164.6961107168,298.027374647556,25
441,seagrass,Zostera,marina,pH,Thom,1996,"Water, Air, and Soil Pollution",NA,Magnoliopsida,Alismatales,Sequim_ Washington,Several single species lab studies,North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,Busch and McHany_2016,"Temp: 13-16C; assume 14.5 Estimated pCO2, assuming ambient was 390",oxygen flux,rate,metabolic rate,consumption,increase,2,Hours,Fig.2a,7.285841886,NA,NA,NA,mg O2 g-1 h-1,NA,NA,NA,NA,NA,760,760,NA,NA,NA,NA,NA,NA,CO2,2,"multiplied ""CO2 multiple of ambient"" by 380 ppm",NA,regression,Thom 1996 seagrass Adult oxygen flux CO2,NA,NA,10.43972563,0.697895916446609,NA,NA,NA,760,Zostera_marina,109,3164.6961107168,298.027374647556,25
442,seagrass,Zostera,marina,pH,Thom,1996,"Water, Air, and Soil Pollution",NA,Magnoliopsida,Alismatales,Sequim_ Washington,Several single species lab studies,North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,Busch and McHany_2016,"Temp: 13-16C; assume 14.5 Estimated pCO2, assuming ambient was 390",oxygen flux,rate,metabolic rate,consumption,increase,2,Hours,Fig.2a,7.355006151,NA,NA,NA,mg O2 g-1 h-1,NA,NA,NA,NA,NA,950,950,NA,NA,NA,NA,NA,NA,CO2,2.5,"multiplied ""CO2 multiple of ambient"" by 380 ppm",NA,regression,Thom 1996 seagrass Adult oxygen flux CO2,NA,NA,10.43972563,0.704521020156351,NA,NA,NA,950,Zostera_marina,109,3164.6961107168,298.027374647556,25
443,seagrass,Zostera,marina,pH,Thom,1996,"Water, Air, and Soil Pollution",NA,Magnoliopsida,Alismatales,Sequim_ Washington,Several single species lab studies,North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,Busch and McHany_2016,"Temp: 13-16C; assume 14.5 Estimated pCO2, assuming ambient was 390",oxygen flux,rate,metabolic rate,consumption,increase,2,Hours,Fig.2a,7.889950621,NA,NA,NA,mg O2 g-1 h-1,NA,NA,NA,NA,NA,950,950,NA,NA,NA,NA,NA,NA,CO2,2.5,"multiplied ""CO2 multiple of ambient"" by 380 ppm",NA,regression,Thom 1996 seagrass Adult oxygen flux CO2,NA,NA,10.43972563,0.755762258571924,NA,NA,NA,950,Zostera_marina,109,3164.6961107168,298.027374647556,25
444,seagrass,Zostera,marina,pH,Thom,1996,"Water, Air, and Soil Pollution",NA,Magnoliopsida,Alismatales,Sequim_ Washington,Several single species lab studies,North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,Busch and McHany_2016,"Temp: 13-16C; assume 14.5 Estimated pCO2, assuming ambient was 390",oxygen flux,rate,metabolic rate,consumption,increase,2,Hours,Fig.2a,9.619562836,NA,NA,NA,mg O2 g-1 h-1,NA,NA,NA,NA,NA,950,950,NA,NA,NA,NA,NA,NA,CO2,2.5,"multiplied ""CO2 multiple of ambient"" by 380 ppm",NA,regression,Thom 1996 seagrass Adult oxygen flux CO2,NA,NA,10.43972563,0.921438280749146,NA,NA,NA,950,Zostera_marina,109,3164.6961107168,298.027374647556,25
445,seagrass,Zostera,marina,pH,Thom,1996,"Water, Air, and Soil Pollution",NA,Magnoliopsida,Alismatales,Sequim_ Washington,Several single species lab studies,North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,Busch and McHany_2016,"Temp: 13-16C; assume 14.5 Estimated pCO2, assuming ambient was 390",oxygen flux,rate,metabolic rate,consumption,increase,2,Hours,Fig.2a,10.24359169,NA,NA,NA,mg O2 g-1 h-1,NA,NA,NA,NA,NA,950,950,NA,NA,NA,NA,NA,NA,CO2,2.5,"multiplied ""CO2 multiple of ambient"" by 380 ppm",NA,regression,Thom 1996 seagrass Adult oxygen flux CO2,NA,NA,10.43972563,0.981212730396249,NA,NA,NA,950,Zostera_marina,109,3164.6961107168,298.027374647556,25
446,seagrass,Zostera,marina,pH,Thom,1996,"Water, Air, and Soil Pollution",NA,Magnoliopsida,Alismatales,Sequim_ Washington,Several single species lab studies,North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,Busch and McHany_2016,"Temp: 13-16C; assume 14.5 Estimated pCO2, assuming ambient was 390",oxygen flux,rate,metabolic rate,consumption,increase,2,Hours,Fig.2a,10.43972563,NA,NA,NA,mg O2 g-1 h-1,NA,NA,NA,NA,NA,950,950,NA,NA,NA,NA,NA,NA,CO2,2.5,"multiplied ""CO2 multiple of ambient"" by 380 ppm",NA,regression,Thom 1996 seagrass Adult oxygen flux CO2,NA,NA,10.43972563,1,NA,NA,NA,950,Zostera_marina,109,3164.6961107168,298.027374647556,25
447,seagrass,Zostera,marina,pH,Thom,1996,"Water, Air, and Soil Pollution",NA,Magnoliopsida,Alismatales,Sequim_ Washington,Several single species lab studies,North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,Busch and McHany_2016,"Temp: 13-16C; assume 14.5 Estimated pCO2, assuming ambient was 390",leaf extansion rate,biomass,growth,ability_productivity_growth_survival,unsure,10,days,Fig.3,4.441127695,0.47761194,NA,NA,mg O2 g-1 h-1,1,NA,NA,NA,NA,380,380,NA,NA,NA,NA,NA,NA,CO2,1,"multiplied ""CO2 multiple of ambient"" by 380 ppm _ SE is based on pseudoreplicates",NA,multi-level anova,Thom 1996 seagrass Adult leaf extansion rate CO2,3.963515755,4.918739635,7.12106136,0.623660922225223,0.690731252876046,0.5565905915744,0.0670703306508231,380,Zostera_marina,106,3164.6961107168,298.027374647556,8
448,seagrass,Zostera,marina,pH,Thom,1996,"Water, Air, and Soil Pollution",NA,Magnoliopsida,Alismatales,Sequim_ Washington,Several single species lab studies,North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,Busch and McHany_2016,"Temp: 13-16C; assume 14.5 Estimated pCO2, assuming ambient was 390",leaf extansion rate,biomass,growth,ability_productivity_growth_survival,unsure,10,days,Fig.3,5.43615257,0.676616915,NA,NA,mg O2 g-1 h-1,1,NA,NA,NA,NA,475,475,NA,NA,NA,NA,NA,NA,CO2,1.25,"multiplied ""CO2 multiple of ambient"" by 380 ppm _ SE is based on pseudoreplicates",NA,multi-level anova,Thom 1996 seagrass Adult leaf extansion rate CO2,4.759535655,6.112769485,7.12106136,0.763390777747771,0.858407079503104,0.668374475992438,0.0950163017553327,475,Zostera_marina,106,3164.6961107168,298.027374647556,8
449,seagrass,Zostera,marina,pH,Thom,1996,"Water, Air, and Soil Pollution",NA,Magnoliopsida,Alismatales,Sequim_ Washington,Several single species lab studies,North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,Busch and McHany_2016,"Temp: 13-16C; assume 14.5 Estimated pCO2, assuming ambient was 390",leaf extansion rate,biomass,growth,ability_productivity_growth_survival,unsure,10,days,Fig.3,5.953565506,1.061359867,NA,NA,mg O2 g-1 h-1,1,NA,NA,NA,NA,570,570,NA,NA,NA,NA,NA,NA,CO2,1.5,"multiplied ""CO2 multiple of ambient"" by 380 ppm _ SE is based on pseudoreplicates",NA,multi-level anova,Thom 1996 seagrass Adult leaf extansion rate CO2,4.892205639,7.014925373,7.12106136,0.836050302759925,0.985095482030785,0.687005123489064,0.149045179270861,570,Zostera_marina,106,3164.6961107168,298.027374647556,8
450,seagrass,Zostera,marina,pH,Thom,1996,"Water, Air, and Soil Pollution",NA,Magnoliopsida,Alismatales,Sequim_ Washington,Several single species lab studies,North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,Busch and McHany_2016,"Temp: 13-16C; assume 14.5 Estimated pCO2, assuming ambient was 390",leaf extansion rate,biomass,growth,ability_productivity_growth_survival,unsure,10,days,Fig.3,7.12106136,1.379767828,NA,NA,mg O2 g-1 h-1,1,NA,NA,NA,NA,760,760,NA,NA,NA,NA,NA,NA,CO2,2,"multiplied ""CO2 multiple of ambient"" by 380 ppm _ SE is based on pseudoreplicates",NA,multi-level anova,Thom 1996 seagrass Adult leaf extansion rate CO2,5.741293532,8.500829188,7.12106136,1,1.1937587331785,0.806241266821495,0.193758733178505,760,Zostera_marina,106,3164.6961107168,298.027374647556,8
451,seagrass,Zostera,marina,pH,Thom,1996,"Water, Air, and Soil Pollution",NA,Magnoliopsida,Alismatales,Sequim_ Washington,Several single species lab studies,North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,Busch and McHany_2016,"Temp: 13-16C; assume 14.5 Estimated pCO2, assuming ambient was 390",leaf extansion rate,biomass,growth,ability_productivity_growth_survival,unsure,10,days,Fig.3,4.268656716,0.610281924,NA,NA,mg O2 g-1 h-1,1,NA,NA,NA,NA,380,380,NA,NA,NA,NA,NA,NA,CO2,1,"multiplied ""CO2 multiple of ambient"" by 380 ppm _ SE is based on pseudoreplicates",NA,multi-level anova,Thom 1996 seagrass Adult leaf extansion rate CO2,3.658374792,4.87893864,7.12106136,0.599441080507696,0.685142058655144,0.513740102360247,0.0857009781474485,380,Zostera_marina,106,3164.6961107168,298.027374647556,8
452,seagrass,Zostera,marina,pH,Thom,1996,"Water, Air, and Soil Pollution",NA,Magnoliopsida,Alismatales,Sequim_ Washington,Several single species lab studies,North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,Busch and McHany_2016,"Temp: 13-16C; assume 14.5 Estimated pCO2, assuming ambient was 390",leaf extansion rate,biomass,growth,ability_productivity_growth_survival,unsure,10,days,Fig.3,3.737976783,0.464344942,NA,NA,mg O2 g-1 h-1,1,NA,NA,NA,NA,475,475,NA,NA,NA,NA,NA,NA,CO2,1.25,"multiplied ""CO2 multiple of ambient"" by 380 ppm _ SE is based on pseudoreplicates",NA,multi-level anova,Thom 1996 seagrass Adult leaf extansion rate CO2,3.273631841,4.202321725,7.12106136,0.524918490942479,0.590125756899811,0.459711224985147,0.065207265957332,475,Zostera_marina,106,3164.6961107168,298.027374647556,8
453,seagrass,Zostera,marina,pH,Thom,1996,"Water, Air, and Soil Pollution",NA,Magnoliopsida,Alismatales,Sequim_ Washington,Several single species lab studies,North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,Busch and McHany_2016,"Temp: 13-16C; assume 14.5 Estimated pCO2, assuming ambient was 390",leaf extansion rate,biomass,growth,ability_productivity_growth_survival,unsure,10,days,Fig.3,3.326699834,0.47761194,NA,NA,mg O2 g-1 h-1,1,NA,NA,NA,NA,570,570,NA,NA,NA,NA,NA,NA,CO2,1.5,"multiplied ""CO2 multiple of ambient"" by 380 ppm _ SE is based on pseudoreplicates",NA,multi-level anova,Thom 1996 seagrass Adult leaf extansion rate CO2,2.849087894,3.804311774,7.12106136,0.46716348389954,0.534233814550364,0.400093153248717,0.0670703306508231,570,Zostera_marina,106,3164.6961107168,298.027374647556,8
454,seagrass,Zostera,marina,pH,Thom,1996,"Water, Air, and Soil Pollution",NA,Magnoliopsida,Alismatales,Sequim_ Washington,Several single species lab studies,North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,Busch and McHany_2016,"Temp: 13-16C; assume 14.5 Estimated pCO2, assuming ambient was 390",leaf extansion rate,biomass,growth,ability_productivity_growth_survival,unsure,10,days,Fig.3,4.255389718,0.663349917,NA,NA,mg O2 g-1 h-1,1,NA,NA,NA,NA,760,760,NA,NA,NA,NA,NA,NA,CO2,2,"multiplied ""CO2 multiple of ambient"" by 380 ppm _ SE is based on pseudoreplicates",NA,multi-level anova,Thom 1996 seagrass Adult leaf extansion rate CO2,3.592039801,4.918739635,7.12106136,0.597578015814204,0.690731252876046,0.504424778752363,0.0931532370618415,760,Zostera_marina,106,3164.6961107168,298.027374647556,8
455,seagrass,Zostera,marina,pH,Kaldy,2014,Journal of Experimental Marine Biology and Ecology,NA,Magnoliopsida,Alismatales,Yaquina Bay Oregon,Single species lab study (one species in paper),North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,google scholar,NA,relative growth rate,biomass,growth,ability_productivity_growth_survival,increase,14,days,Fig.2,0.009056604,NA,NA,NA,day-1,NA,NA,NA,NA,NA,NA,NA,NA,4.53808752,NA,NA,NA,NA,temperature,NA,NA,NA,regression,Kaldy 2014 seagrass Adult relative growth rate temperature,NA,NA,0.076981132,0.117647061880046,NA,NA,NA,4.53808752,Zostera_marina,55,30.76565334532,8.73657409350077,7
456,seagrass,Zostera,marina,pH,Kaldy,2014,Journal of Experimental Marine Biology and Ecology,NA,Magnoliopsida,Alismatales,Yaquina Bay Oregon,Single species lab study (one species in paper),North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,google scholar,NA,relative growth rate,biomass,growth,ability_productivity_growth_survival,increase,14,days,Fig.2,0.006037736,NA,NA,NA,day-1,NA,NA,NA,NA,NA,NA,NA,NA,4.53808752,NA,NA,NA,NA,temperature,NA,NA,NA,regression,Kaldy 2014 seagrass Adult relative growth rate temperature,NA,NA,0.076981132,0.0784313745866974,NA,NA,NA,4.53808752,Zostera_marina,55,30.76565334532,8.73657409350077,7
457,seagrass,Zostera,marina,pH,Kaldy,2014,Journal of Experimental Marine Biology and Ecology,NA,Magnoliopsida,Alismatales,Yaquina Bay Oregon,Single species lab study (one species in paper),North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,google scholar,NA,relative growth rate,biomass,growth,ability_productivity_growth_survival,increase,14,days,Fig.2,0.00490566,NA,NA,NA,day-1,NA,NA,NA,NA,NA,NA,NA,NA,4.53808752,NA,NA,NA,NA,temperature,NA,NA,NA,regression,Kaldy 2014 seagrass Adult relative growth rate temperature,NA,NA,0.076981132,0.0637254853565936,NA,NA,NA,4.53808752,Zostera_marina,55,30.76565334532,8.73657409350077,7
458,seagrass,Zostera,marina,pH,Kaldy,2014,Journal of Experimental Marine Biology and Ecology,NA,Magnoliopsida,Alismatales,Yaquina Bay Oregon,Single species lab study (one species in paper),North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,google scholar,NA,relative growth rate,biomass,growth,ability_productivity_growth_survival,increase,14,days,Fig.2,0.038113208,NA,NA,NA,day-1,NA,NA,NA,NA,NA,NA,NA,NA,12.3987034,NA,NA,NA,NA,temperature,NA,NA,NA,regression,Kaldy 2014 seagrass Adult relative growth rate temperature,NA,NA,0.076981132,0.49509804558343,NA,NA,NA,12.3987034,Zostera_marina,55,30.76565334532,8.73657409350077,7
459,seagrass,Zostera,marina,pH,Kaldy,2014,Journal of Experimental Marine Biology and Ecology,NA,Magnoliopsida,Alismatales,Yaquina Bay Oregon,Single species lab study (one species in paper),North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,google scholar,NA,relative growth rate,biomass,growth,ability_productivity_growth_survival,increase,14,days,Fig.2,0.029056604,NA,NA,NA,day-1,NA,NA,NA,NA,NA,NA,NA,NA,12.3987034,NA,NA,NA,NA,temperature,NA,NA,NA,regression,Kaldy 2014 seagrass Adult relative growth rate temperature,NA,NA,0.076981132,0.377450983703383,NA,NA,NA,12.3987034,Zostera_marina,55,30.76565334532,8.73657409350077,7
460,seagrass,Zostera,marina,pH,Kaldy,2014,Journal of Experimental Marine Biology and Ecology,NA,Magnoliopsida,Alismatales,Yaquina Bay Oregon,Single species lab study (one species in paper),North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,google scholar,NA,relative growth rate,biomass,growth,ability_productivity_growth_survival,increase,14,days,Fig.2,0.076981132,NA,NA,NA,day-1,NA,NA,NA,NA,NA,NA,NA,NA,18.39546191,NA,NA,NA,NA,temperature,NA,NA,NA,regression,Kaldy 2014 seagrass Adult relative growth rate temperature,NA,NA,0.076981132,1,NA,NA,NA,18.39546191,Zostera_marina,55,30.76565334532,8.73657409350077,7
461,seagrass,Zostera,marina,pH,Kaldy,2014,Journal of Experimental Marine Biology and Ecology,NA,Magnoliopsida,Alismatales,Yaquina Bay Oregon,Single species lab study (one species in paper),North Pacific_ North Atlantic,Does not make CaCO2,Adult,adult or juvenile,google scholar,NA,relative growth rate,biomass,growth,ability_productivity_growth_survival,increase,14,days,Fig.2,0.076603774,NA,NA,NA,day-1,NA,NA,NA,NA,NA,NA,NA,NA,20.54294976,NA,NA,NA,NA,temperature,NA,NA,NA,regression,Kaldy 2014 seagrass Adult relative growth rate temperature,NA,NA,0.076981132,0.99509804558343,NA,NA,NA,20.54294976,Zostera_marina,55,30.76565334532,8.73657409350077,7
